⺮	ju<
速效性毒劑	suh hiau sig duh zi
速效救心丸	suh hiau ciu sim uan
速決	suh cyeh
速溶	suh rug
速溶咖啡	suh rug ka fei
速率	suh ly
速記	suh ci
速記員	suh ci yan
速調管	suh tiau cuan
速讀	suh duh
速賜康	suh ts kag
速通	suh tug
速遞	suh di
速配	suh pei
速錄師	suh lu x
速食	suh x
速食店	suh x diam
速食麵	suh x mian
造	keu>
造	zau>
造作	zau zue
造假	zau cia
造價	zau cia
造勢	zau x
造化	zau hua
造反	zau fan
造反派	zau fan pai
造句	zau cy
造型	zau hig
造型師	zau hig x
造型服裝	zau hig fuh juag
造型氣球	zau hig ki kiu
造型藝術	zau hig gi xuh
造型蛋糕	zau hig dan cau
造型跳傘	zau hig tiau san
造字	zau z
造孽	zau nie
造就	zau ziu
造山	zau xan
造山作用	zau xan zue yg
造山帶	zau xan dai
造山運動	zau xan yn dug
造岩礦物	zau ian kuag uh
造幣廠	zau bi txag
造成	zau txg
造林	zau lim
造橋	zau kiau
造橋鄉	zau kiau hiag
造次	zau ts
造物	zau uh
造物主	zau uh ju
造福	zau fu
造福社群	zau fu xe kyn
造福萬民	zau fu uan min
造紙	zau j
造紙術	zau j xuh
造繭自縛	zau cian z fu
造船	zau txuan
造船廠	zau txuan txag
造船所	zau txuan sue
造血	zau hyeh
造血幹細胞	zau hyeh can si bau
造訪	zau fag
造詣	zau gi
造謠	zau iau
造謠生事	zau iau xg x
造輿論	zau y lun
逡	tsyn/
逡巡	tsyn syn
逡巡不前	tsyn syn bu tsian
逢	fg<
逢人便講	fg rn bian ciag
逢俉	fg u
逢凶化吉	fg hyg hua cih
逢場作戲	fg txag zue hi
逢年過節	fg nian cue zieh
逢迎	fg gig
逢集	fg zih
連	lian<
連	ui<
連三併四	lian sam big s
連中三元	lian jug sam gyan
連串	lian txuan
連任	lian rm
連動	lian dug
連動債	lian dug jai
連南瑤族自治縣	lian nam iau zuh z j hian
連南縣	lian nam hian
連合	lian heh
連同	lian tug
連哄帶騙	lian hug dai pian
連坐	lian zue
連坐制	lian zue j
連城	lian txg
連城縣	lian txg hian
連夜	lian ie
連天	lian tian
連奔帶跑	lian bn dai pau
連字符	lian z fu
連字符號	lian z fu hau
連字號	lian z hau
連宵	lian siau
連寫	lian sie
連山	lian xan
連山區	lian xan ky
連山壯族瑤族自治縣	lian xan juag zuh iau zuh z j hian
連山縣	lian xan hian
連州	lian jeu
連州市	lian jeu x
連巹	lian cin
連帶	lian dai
連帶責任	lian dai zeh rm
連帽衛衣	lian mau ui i
連平	lian pig
連平縣	lian pig hian
連年	lian nian
連忙	lian mag
連戰	lian jan
連戰連勝	lian jan lian xg
連手	lian xeu
連拖帶拉	lian tue dai lah
連招	lian jau
連指手套	lian j xeu tau
連接	lian zieh
連接器	lian zieh ki
連接框	lian zieh kuag
連接至	lian zieh j
連接號	lian zieh hau
連接詞	lian zieh ts
連接酶	lian zieh mei
連擊	lian cih
連敗	lian bai
連日	lian rh
連書	lian xu
連本帶利	lian bn dai li
連枷	lian cia
連枷胸	lian cia hyg
連根拔	lian cn bah
連橫	lian hg
連歌	lian ce
連比	lian bi
連江	lian ciag
連江縣	lian ciag hian
連滾帶爬	lian cun dai pa
連片	lian pian
連珠	lian ju
連珠砲	lian ju pau
連理	lian li
連璧	lian bih
連環	lian huan
連環圖	lian huan tu
連環殺手	lian huan xa xeu
連環畫	lian huan hua
連環計	lian huan ci
連用	lian yg
連番	lian fan
連發	lian fah
連筆	lian bih
連篇累牘	lian pian lei duh
連累	lian lei
連結	lian cieh
連結主義	lian cieh ju gi
連結線	lian cieh sian
連絡	lian lueh
連綴	lian jui
連綴動詞	lian jui dug ts
連綿	lian mian
連綿不絕	lian mian bu zyeh
連綿詞	lian mian ts
連線	lian sian
連縣	lian hian
連繫	lian hi
連繫詞	lian hi ts
連續	lian syh
連續不斷	lian syh bu duan
連續介質力學	lian syh cie j lih hyeh
連續函數	lian syh ham xu
連續劇	lian syh cyh
連續性	lian syh sig
連續犯	lian syh fam
連續監視	lian syh ciam x
連續統假設	lian syh tug cia xeh
連續變調	lian syh bian diau
連續集	lian syh zih
連續體	lian syh ti
連署	lian xu
連翩	lian pian
連翹	lian kiau
連聲	lian xg
連號	lian hau
連衣裙	lian i kyn
連袂	lian mei
連褲襪	lian ku uah
連襟	lian cim
連詞	lian ts
連讀	lian duh
連貫	lian cuan
連踢帶打	lian tih dai da
連軸轉	lian jeuh juan
連載	lian zai
連通	lian tug
連通器	lian tug ki
連連	lian lian
連連看	lian lian kan
連銷店	lian siau diam
連鍋端	lian cue duan
連鎖	lian sue
連鎖反應	lian sue fan ig
連鎖商店	lian sue xag diam
連鎖店	lian sue diam
連鑄	lian ju
連鑣並軫	lian biau big jn
連長	lian jag
連隊	lian dui
連雲	lian yn
連雲區	lian yn ky
連雲港	lian yn cag
連雲港市	lian yn cag x
連音	lian im
連音符	lian im fu
連骨肉	lian cuh reuh
連體	lian ti
連體嬰	lian ti ig
連體嬰兒	lian ti ig er
連體泳衣	lian ti yg i
連體褲	lian ti ku
連體雙胞胎	lian ti xuag bau tai
連麥	lian maih
逤	sue>
逥	hui<
逩	bn>
逭	huan>
逮	dai>
逮	dai\
逮捕	dai bu
逯	luh>
週	jeu/
週一	jeu ih
週三	jeu sam
週二	jeu er
週五	jeu gu
週休二日	jeu hiu er rh
週六	jeu liuh
週刊	jeu kan
週四	jeu s
週報	jeu bau
週天	jeu tian
週年	jeu nian
週徑	jeu cig
週日	jeu rh
週期	jeu ki
週期性	jeu ki sig
週期數	jeu ki xu
週期系	jeu ki hi
週期表	jeu ki biau
週期解	jeu ki cie
週末	jeu mueh
週末愉快	jeu mueh y kuai
週歲	jeu sui
週游	jeu iu
週租	jeu zu
週而復始	jeu er fu x
週薪	jeu sin
週遊	jeu iu
週長	jeu txag
進	san\
進	zin>
進一步	zin ih bu
進京	zin cig
進位法	zin ui fah
進來	zin lai
進修	zin siu
進價	zin cia
進入	zin ruh
進出	zin txu
進出口	zin txu keu
進出境	zin txu cig
進動	zin dug
進化	zin hua
進化論	zin hua lun
進去	zin ky
進取	zin tsy
進取心	zin tsy sim
進口	zin keu
進口商	zin keu xag
進城	zin txg
進場	zin txag
進士	zin x
進學	zin hyeh
進宮	zin cug
進展	zin jan
進帳	zin jag
進度	zin du
進度條	zin du tiau
進度表	zin du biau
進接	zin zieh
進擊	zin cih
進攻	zin cug
進料	zin liau
進棧	zin jan
進步	zin bu
進步主義	zin bu ju gi
進步號	zin bu hau
進水	zin xui
進水口	zin xui keu
進水閘	zin xui jah
進深	zin xm
進犯	zin fam
進獻	zin hian
進球	zin kiu
進發	zin fah
進益	zin ih
進程	zin txg
進站	zin jam
進而	zin er
進行	zin hig
進行性	zin hig sig
進行性失語	zin hig sig xh gy
進行曲	zin hig kyh
進補	zin bu
進襲	zin sih
進言	zin gian
進貢	zin cug
進貨	zin hue
進賢	zin hian
進賢縣	zin hian hian
進賬	zin jag
進路	zin lu
進身	zin xn
進身之階	zin xn j cie
進軍	zin cyn
進退	zin tui
進退不得	zin tui bu deh
進退中繩	zin tui jug xg
進退兩難	zin tui liag nan
進退失據	zin tui xh cy
進退有常	zin tui iu txag
進退為難	zin tui ui nan
進退無路	zin tui u lu
進退維谷	zin tui ui cuh
進退自如	zin tui z ru
進逼	zin bih
進道若蜷	zin dau rue kyan
進道若退	zin dau rue tui
進門	zin mn
進關	zin cuan
進階	zin cie
進項	zin hiag
進食	zin x
進餐	zin tsan
進香	zin hiag
進駐	zin ju
逴	txueh/
逴	txueh>
逵	kui<
逶	ui/
逶	ui<
逶迤	ui i
逸	ih>
逸事	ih x
逸事遺聞	ih x i un
逸塵	ih txn
逸塵斷鞅	ih txn duan iag
逸宕	ih dag
逸散	ih san
逸樂	ih le
逸民	ih min
逸群	ih kyn
逸聞	ih un
逸致	ih j
逸蕩	ih dag
逸話	ih hua
逸豫	ih y
逹	da<
逺	yan\
逼	bih/
逼	san\
逼上梁山	bih xag liag xan
逼人	bih rn
逼人太甚	bih rn tai xm
逼仄	bih zeh
逼供	bih cug
逼供信	bih cug sin
逼債	bih jai
逼和	bih he
逼問	bih un
逼姦	bih cian
逼宮	bih cug
逼將	bih ziag
逼格	bih ceh
逼死	bih s
逼真	bih jn
逼肖	bih siau
逼良為娼	bih liag ui txag
逼視	bih x
逼近	bih cin
逼迫	bih pueh
逼逼	bih bih
逾	y<
逾垣	y yan
逾期	y ki
逾越	y yeh
逾越節	y yeh zieh
逿	cin/
逿	dag>
遁	dun>
遁入空門	dun ruh kug mn
遁形	dun hig
遂	sui<
遂	sui>
遂寧	sui nig
遂寧市	sui nig x
遂川	sui txuan
遂川縣	sui txuan hian
遂平	sui pig
遂平縣	sui pig hian
遂心	sui sim
遂心如意	sui sim ru i
遂意	sui i
遂昌	sui txag
遂昌縣	sui txag hian
遂溪	sui hi
遂溪縣	sui hi hian
遂願	sui gyan
遄	txuan<
遄征	txuan jg
遅	tx<
遇	gy>
遇上	gy xag
遇事生風	gy x xg fg
遇人不淑	gy rn bu xuh
遇冷	gy lg
遇到	gy dau
遇刺	gy ts
遇害	gy hai
遇強則強	gy kiag zeh kiag
遇溺	gy nih
遇火	gy hue
遇襲	gy sih
遇見	gy cian
遇險	gy hiam
遇難	gy nan
遇難者	gy nan je
遇難船	gy nan txuan
遉	jn/
遊	iu<
遊人	iu rn
遊人如織	iu rn ru j
遊伴	iu ban
遊俠	iu hiah
遊俠騎士	iu hiah ki x
遊刃有餘	iu rn iu y
遊吟詩人	iu gim x rn
遊園	iu yan
遊園會	iu yan hui
遊子	iu z
遊學	iu hyeh
遊客	iu keh
遊導	iu dau
遊山玩水	iu xan guan xui
遊惰	iu due
遊戲	iu hi
遊戲主機	iu hi ju ci
遊戲場	iu hi txag
遊戲手把	iu hi xeu ba
遊戲機	iu hi ci
遊戲王	iu hi uag
遊戲設備	iu hi xeh bei
遊戲說	iu hi xue
遊手	iu xeu
遊手好閑	iu xeu hau hian
遊抏	iu guan
遊星	iu sig
遊春	iu txun
遊樂	iu le
遊樂園	iu le yan
遊樂場	iu le txag
遊標卡尺	iu biau ka txh
遊歷	iu lih
遊民	iu min
遊民改造	iu min cai zau
遊牧	iu muh
遊獵	iu lieh
遊玩	iu guan
遊船	iu txuan
遊艇	iu tig
遊蕩	iu dag
遊藝	iu gi
遊藝團	iu gi tuan
遊藝場	iu gi txag
遊藝會	iu gi hui
遊行	iu hig
遊街	iu cie
遊街示眾	iu cie x jug
遊覽	iu lam
遊覽區	iu lam ky
遊記	iu ci
遊說	iu xui
遊說集團	iu xui zih tuan
遊走	iu zeu
遊輪	iu lun
遊逛	iu cuag
遊離	iu li
運	yn>
運交	yn ciau
運作	yn zue
運使	yn x
運價	yn cia
運出	yn txu
運出運費	yn txu yn fei
運力	yn lih
運動	yn dug
運動健將	yn dug cian ziag
運動員	yn dug yan
運動場	yn dug txag
運動學	yn dug hyeh
運動定律	yn dug dig lyh
運動家	yn dug cia
運動戰	yn dug jan
運動方程	yn dug fag txg
運動會	yn dug hui
運動服	yn dug fuh
運動病	yn dug big
運動相機	yn dug siag ci
運動衫	yn dug xam
運動鞋	yn dug hie
運勢	yn x
運匠	yn ziag
運十	yn xh
運命	yn mig
運單	yn dan
運城	yn txg
運城市	yn txg x
運存	yn tsun
運將	yn ziag
運思	yn s
運慶	yn kig
運數	yn xu
運氣	yn ki
運河	yn he
運河區	yn he ky
運營	yn ig
運營商	yn ig xag
運營總監	yn ig zug ciam
運球	yn kiu
運用	yn yg
運用自如	yn yg z ru
運神	yn xn
運科	yn ke
運移	yn i
運程	yn txg
運筆	yn bih
運算	yn suan
運算式	yn suan xh
運算數	yn suan xu
運算方法	yn suan fag fah
運算環境	yn suan huan cig
運籌	yn txeu
運籌學	yn txeu hyeh
運籌帷幄	yn txeu ui ueh
運腳	yn ciauh
運行	yn hig
運行方式	yn hig fag xh
運行時	yn hig x
運行時錯誤	yn hig x tsue gu
運行狀況	yn hig juag kuag
運貨員	yn hue yan
運貨馬車	yn hue ma txe
運費	yn fei
運載	yn zai
運載火箭	yn zai hue zian
運載量	yn zai liag
運輸	yn xu
運輸業	yn xu gieh
運輸網	yn xu uag
運輸船	yn xu txuan
運輸艦	yn xu ciam
運輸量	yn xu liag
運轉	yn juan
運送	yn sug
運道	yn dau
運量	yn liag
運鈔車	yn txau txe
運銷	yn siau
運鏡	yn cig
遍	bian>
遍及	bian cih
遍地	bian di
遍地開花	bian di kai hua
遍布	bian bu
遍歷	bian lih
遍身	bian xn
遍體	bian ti
遍體鱗傷	bian ti lin xag
過	cue*
過	cue/
過	cue>
過一會兒	cue ih hui r
過不下	cue bu hia
過不去	cue bu ky
過世	cue x
過乾癮	cue can in
過了這個村就沒這個店	cue le je ce tsun ziu mei je ce diam
過了這村沒這店	cue le je tsun mei je diam
過五關斬六將	cue gu cuan jam liuh ziag
過人	cue rn
過份	cue fn
過份簡單化	cue fn cian dan hua
過低	cue di
過來	cue lai
過來人	cue lai rn
過冬	cue dug
過分	cue fn
過刊	cue kan
過剩	cue xg
過勞	cue lau
過勞死	cue lau s
過勞肥	cue lau fei
過半	cue ban
過去	cue ky
過去分詞	cue ky fn ts
過去式	cue ky xh
過去時	cue ky x
過去經驗	cue ky cig giam
過問	cue un
過堂	cue tag
過場	cue txag
過塑	cue su
過境	cue cig
過境簽證	cue cig kian jg
過多	cue due
過夜	cue ie
過失	cue xh
過失殺人	cue xh xa rn
過失致死罪	cue xh j s zui
過孔	cue kug
過客	cue keh
過家家	cue cia cia
過審	cue xm
過少	cue xau
過山車	cue xan txe
過帳	cue jag
過年	cue nian
過度	cue du
過度緊張	cue du cin jag
過度關懷	cue du cuan huai
過庭錄	cue tig lu
過往	cue uag
過後	cue heu
過得	cue deh
過得去	cue deh ky
過從	cue tsug
過意不去	cue i bu ky
過慣	cue cuan
過戶	cue hu
過房	cue fag
過招	cue jau
過敏	cue min
過敏原	cue min gyan
過敏反應	cue min fan ig
過敏性	cue min sig
過敏性休克	cue min sig hiu keh
過敏性反應	cue min sig fan ig
過於	cue y
過日子	cue rh z
過早	cue zau
過早起爆	cue zau ki bau
過時	cue x
過時不候	cue x bu heu
過期	cue ki
過橋米線	cue kiau mi sian
過橋貸款	cue kiau dai kuan
過氣	cue ki
過氧	cue iag
過氧化	cue iag hua
過氧化氫	cue iag hua kig
過氧化氫酶	cue iag hua kig mei
過氧化物	cue iag hua uh
過氧化苯甲酰	cue iag hua bn ciah hian
過氧物酶體	cue iag uh mei ti
過氧苯甲酰	cue iag bn ciah hian
過水麵	cue xui mian
過河拆橋	cue he txai kiau
過活	cue hueh
過渡	cue du
過渡性	cue du sig
過渡性貸款	cue du sig dai kuan
過渡時期	cue du x ki
過渡貸款	cue du dai kuan
過渡金屬	cue du cim xuh
過激	cue ci
過濾	cue ly
過濾嘴香煙	cue ly zui hiag ian
過濾器	cue ly ki
過火	cue hue
過熱	cue reh
過犯	cue fam
過猶不及	cue iu bu cih
過獎	cue ziag
過生	cue xg
過生日	cue xg rh
過當	cue dag
過癮	cue in
過目	cue muh
過目不忘	cue muh bu uag
過眼煙雲	cue gian ian yn
過眼雲煙	cue gian yn ian
過硬	cue gig
過磅	cue bag
過程	cue txg
過站大廳	cue jam da tig
過節	cue zieh
過節兒	cue zieh r
過篩	cue xai
過細	cue si
過繼	cue ci
過肩摔	cue cian xuai
過胖暴食症	cue pag bau x jg
過膠	cue ciau
過街天橋	cue cie tian kiau
過街老鼠	cue cie lau xu
過譽	cue y
過路人	cue lu rn
過路費	cue lu fei
過身	cue xn
過載	cue zai
過道	cue dau
過重	cue jug
過量	cue liag
過錯	cue tsue
過門	cue mn
過關	cue cuan
過關斬將	cue cuan jam ziag
過頭	cue teu
過頭話	cue teu hua
過馬路	cue ma lu
過高	cue cau
遏	eh>
遏制	eh j
遏抑	eh ih
遏止	eh j
遏阻	eh zu
遐	hia<
遐布	hia bu
遐年	hia nian
遐心	hia sim
遐志	hia j
遐思	hia s
遐想	hia siag
遐方	hia fag
遐棄	hia ki
遐眺	hia tiau
遐祉	hia j
遐福	hia fu
遐終	hia jug
遐胄	hia jeu
遐舉	hia cy
遐荒	hia huag
遐跡	hia zih
遐軌	hia cui
遐邇	hia er
遐邇一體	hia er ih ti
遐邇皆知	hia er cie j
遐邇聞名	hia er un mig
遐齡	hia lig
遑	huag<
遑論	huag lun
遑遑	huag huag
遒	tsiu<
道	dau>
道不同不相為謀	dau bu tug bu siag ui muu
道不拾遺	dau bu xh i
道人	dau rn
道光	dau cuag
道光帝	dau cuag di
道具	dau cy
道具服	dau cy fuh
道出	dau txu
道別	dau bie
道卡斯族	dau ka s zuh
道喜	dau hi
道地	dau di
道場	dau txag
道士	dau x
道外	dau guai
道外區	dau guai ky
道奇	dau ki
道姑	dau cu
道孚	dau fu
道孚縣	dau fu hian
道學	dau hyeh
道家	dau cia
道山學海	dau xan hyeh hai
道岔	dau txa
道德	dau deh
道德困境	dau deh kun cig
道德家	dau deh cia
道德敗壞	dau deh bai huai
道德淪喪	dau deh lun sag
道德經	dau deh cig
道德觀	dau deh cuan
道德認識	dau deh rn x
道德高地	dau deh cau di
道拉吉里峰	dau lah cih li fg
道指	dau j
道教	dau ciau
道教徒	dau ciau tu
道格拉斯	dau ceh lah s
道歉	dau kiam
道爾頓	dau er dun
道牙	dau gia
道理	dau li
道瓊	dau kyg
道瓊斯	dau kyg s
道瓊斯指數	dau kyg s j xu
道白	dau baih
道真仡佬族苗族自治縣	dau jn ceh lau zuh miau zuh z j hian
道真縣	dau jn hian
道真自治縣	dau jn z j hian
道破	dau pue
道碴	dau txa
道系	dau hi
道統	dau tug
道縣	dau hian
道義	dau gi
道聽途說	dau tig tu xue
道臺	dau tai
道藏	dau zag
道行	dau hg
道袍	dau pau
道裡	dau li
道裡區	dau li ky
道觀	dau cuan
道謝	dau sie
道貌岸然	dau mau gan ran
道賀	dau he
道路	dau lu
道路工程	dau lu cug txg
道長	dau jag
道院	dau yan
道館	dau cuan
達	dah<
達不到	dah bu dau
達人	dah rn
達仁	dah rn
達仁鄉	dah rn hiag
達令	dah lig
達克瓦茲	dah keh gua z
達克龍	dah keh lug
達到	dah dau
達卡	dah ka
達味	dah ui
達味王	dah ui uag
達喀爾	dah kah er
達嚕噶齊	dah lu ca tsi
達因	dah in
達坂城	dah ban txg
達坂城區	dah ban txg ky
達姆彈	dah mu dan
達官	dah cuan
達官貴人	dah cuan cui rn
達尼亞	dah ni ia
達州	dah jeu
達州市	dah jeu x
達德利	dah deh li
達悟族	dah gu zuh
達意	dah i
達成	dah txg
達成協議	dah txg hieh gi
達拉斯	dah lah s
達拉特	dah lah teh
達拉特旗	dah lah teh ki
達摩	dah mue
達文西	dah un si
達斡爾	dah ueh er
達斡爾語	dah ueh er gy
達日	dah rh
達日縣	dah rh hian
達朗貝爾	dah lag bei er
達標	dah biau
達沃斯	dah ueh s
達沃斯論壇	dah ueh s lun tan
達烏里寒鴉	dah u li han ia
達爾富爾	dah er fu er
達爾文	dah er un
達爾文主義	dah er un ju gi
達爾文學說	dah er un hyeh xue
達爾文港	dah er un cag
達爾福爾	dah er fu er
達爾罕茂明安聯合旗	dah er han mau mig an lian heh ki
達爾馬提亞	dah er ma ti ia
達特茅斯	dah teh mau s
達特茅斯學院	dah teh mau s hyeh yan
達累斯薩拉姆	dah lei s sah lah mu
達羅毗荼	dah lue pi tu
達美航空	dah mei hag kug
達致	dah j
達芬西	dah fn si
達茂旗	dah mau ki
達菲	dah fei
達蘭薩拉	dah lan sah lah
達觀	dah cuan
達賴	dah lai
達賴喇嘛	dah lai la ma
達達尼爾海峽	dah dah ni er hai hiah
達陣	dah jn
達魯花赤	dah lu hua txh
違	ui<
違令	ui lig
違例	ui li
違信背約	ui sin bei ye
違傲	ui gau
違別	ui bie
違利赴名	ui li fu mig
違反	ui fan
違反憲法	ui fan hian fah
違命	ui mig
違和	ui he
違天害理	ui tian hai li
違天逆理	ui tian nih li
違失	ui xh
違建	ui cian
違強凌弱	ui kiag lig rueh
違強陵弱	ui kiag lig rueh
違心	ui sim
違心之言	ui sim j gian
違忤	ui gu
違恩負義	ui en fu gi
違悖	ui bei
違憲	ui hian
違戾	ui li
違抗	ui kag
違拗	ui au
違時絕俗	ui x zyeh suh
違標	ui biau
違法	ui fah
違法亂紀	ui fah luan ci
違犯	ui fam
違礙	ui gai
違禁	ui cim
違禁品	ui cim pim
違禁藥品	ui cim iauh pim
違章	ui jag
違章者	ui jag je
違紀	ui ci
違約	ui ye
違約金	ui ye cim
違者	ui je
違背	ui bei
違規	ui cui
違言	ui gian
違誤	ui gu
違逆	ui nih
遘	ceu>
遙	iau<
遙不可及	iau bu ke cih
遙想	iau siag
遙感	iau cam
遙控	iau kug
遙控器	iau kug ki
遙控操作	iau kug tsau zue
遙控車	iau kug txe
遙望	iau uag
遙測	iau tseh
遙祝	iau ju
遙觀	iau cuan
遙遙	iau iau
遙遙無期	iau iau u ki
遙遙領先	iau iau lig sian
遙遠	iau yan
遛	liu<
遛	liu>
遛娃	liu ua
遛彎	liu uan
遛彎兒	liu uan r
遛狗	liu ceu
遜	syn>
遜位	syn ui
遜克	syn keh
遜克縣	syn keh hian
遜尼	syn ni
遜尼派	syn ni pai
遜色	syn seh
遜順	syn xun
遝	tah>
遞	di>
遞	tsai>
遞交	di ciau
遞加	di cia
遞升	di xg
遞增	di zg
遞嬗	di xan
遞推	di tui
遞推公式	di tui cug xh
遞推關係	di tui cuan hi
遞條子	di tiau z
遞歸	di cui
遞減	di ciam
遞眼色	di gian seh
遞給	di ceih
遞補	di bu
遞解	di cie
遞質	di j
遞迴	di hui
遞送	di sug
遞進	di zin
遞降	di ciag
遟	tx<
遠	yan>
遠	yan\
遠人	yan rn
遠來的和尚會念經	yan lai deh he xag hui niam cig
遠光燈	yan cuag dg
遠勞	yan lau
遠古	yan cu
遠因	yan in
遠地點	yan di diam
遠大	yan da
遠大理想	yan da li siag
遠天	yan tian
遠嫁	yan cia
遠安	yan an
遠安縣	yan an hian
遠客	yan keh
遠征	yan jg
遠征軍	yan jg cyn
遠志	yan j
遠慮	yan ly
遠房	yan fag
遠拱點	yan cug diam
遠揚	yan iag
遠方	yan fag
遠方來鴻	yan fag lai hug
遠日點	yan rh diam
遠景	yan cig
遠望	yan uag
遠期	yan ki
遠期合約	yan ki heh ye
遠未解決	yan ui cie cyeh
遠東	yan dug
遠東山雀	yan dug xan tsyeh
遠東樹鶯	yan dug xu ig
遠東葦鶯	yan dug ui ig
遠東豹	yan dug bau
遠水不救近火	yan xui bu ciu cin hue
遠水不解近渴	yan xui bu cie cin keh
遠水救不了近火	yan xui ciu bu liau cin hue
遠洋	yan iag
遠涉	yan xeh
遠渡重洋	yan du txug iag
遠略	yan lyeh
遠眺	yan tiau
遠祖	yan zu
遠程	yan txg
遠程導彈	yan txg dau dan
遠程登錄	yan txg dg lu
遠程監控	yan txg ciam kug
遠端	yan duan
遠端工作	yan duan cug zue
遠端胞漿	yan duan bau ziag
遠端轉移	yan duan juan i
遠緣	yan yan
遠胄	yan jeu
遠航	yan hag
遠藤	yan tg
遠處	yan txu
遠行	yan hig
遠見	yan cian
遠見卓識	yan cian jueh x
遠視	yan x
遠親	yan tsin
遠親不如近鄰	yan tsin bu ru cin lin
遠謀	yan muu
遠識	yan x
遠走高飛	yan zeu cau fei
遠赴	yan fu
遠超	yan txau
遠超過	yan txau cue
遠足	yan zu
遠距離	yan cy li
遠距離監視	yan cy li ciam x
遠近	yan cin
遠近皆知	yan cin cie j
遠近聞名	yan cin un mig
遠途	yan tu
遠逝	yan x
遠遊	yan iu
遠道而來	yan dau er lai
遠遠	yan yan
遠遠超過	yan yan txau cue
遠避	yan bi
遠郊	yan ciau
遠銷	yan siau
遠門	yan mn
遠門近枝	yan mn cin j
遠隔千里	yan ceh tsian li
遠離	yan li
遠非如此	yan fei ru ts
遡	su>
遢	tah*
遢	tah/
遣	kian\
遣使	kian x
遣悶	kian mn
遣散	kian san
遣散費	kian san fei
遣詞	kian ts
遣返	kian fan
遣送	kian sug
遣送出境	kian sug txu cig
遨	gau<
遨翔	gau siag
遨遊	gau iu
適	xh>
適中	xh jug
適人	xh rn
